,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
15630,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
15631,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15632,T3,Independent,C1000,Preservation,Trust,25000-99999,N,9858,0
15633,T4,Independent,C1000,ProductDev,Association,0,N,5000,1
15634,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15635,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15636,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,27376,0
15637,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15638,T3,Independent,C7200,Preservation,Trust,0,N,5000,1
15639,T3,CompanySponsored,C7000,Preservation,Trust,0,N,5000,1
15640,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15641,T3,Independent,C1200,Preservation,Trust,100000-499999,N,97627,0
15642,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15643,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15644,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
15645,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15646,T3,Independent,C1000,Preservation,Trust,25000-99999,N,32412,1
15647,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15648,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15649,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15650,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,5759,0
15651,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15652,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15653,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15654,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
15655,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15656,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15657,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15658,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15659,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15660,T3,Independent,C2000,Preservation,Trust,100000-499999,N,148286,0
15661,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15662,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15663,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
15664,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,55349,0
15665,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15666,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15667,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15668,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15669,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15670,T3,Independent,C2800,Preservation,Trust,0,N,5000,0
15671,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15672,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15673,T3,Independent,C1000,Preservation,Trust,25000-99999,N,85568,0
15674,T3,Independent,C2000,Preservation,Trust,100000-499999,N,25708,1
15675,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15676,T3,Independent,C1000,Preservation,Association,0,N,5000,0
15677,T3,CompanySponsored,C1000,CommunityServ,Association,0,N,5000,1
15678,T3,CompanySponsored,C1000,Preservation,Trust,5M-10M,N,3060345,0
15679,T3,Independent,C1000,Preservation,Trust,25000-99999,N,66091,1
15680,T3,Independent,C2000,Preservation,Trust,1M-5M,N,769599,0
15681,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15682,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15683,T3,Independent,C1000,Preservation,Trust,100000-499999,N,19416,1
15684,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15685,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15686,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15687,T6,Independent,C2000,ProductDev,Trust,0,N,5000,0
15688,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15689,T6,Independent,C2000,ProductDev,Association,0,N,5000,1
15690,T3,Independent,C1200,Preservation,Trust,100000-499999,N,256949,0
15691,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15692,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
15693,T3,Independent,C2000,Preservation,Trust,100000-499999,N,23960,0
15694,T3,Independent,C1000,Preservation,Trust,25000-99999,N,52883,0
15695,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15696,T6,Independent,C2000,ProductDev,Trust,25000-99999,N,13312,1
15697,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,0
15698,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
15699,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15700,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15701,T3,CompanySponsored,C1000,CommunityServ,Association,0,N,5000,1
15702,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15703,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
15704,T3,Independent,C1000,Preservation,Association,0,N,5000,1
15705,T3,Independent,C1000,Preservation,Trust,25000-99999,N,99481,1
15706,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15707,T3,Independent,C2700,Preservation,Trust,25000-99999,N,51613,1
15708,T3,Independent,C1000,Preservation,Association,0,N,5000,1
15709,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15710,T3,Independent,C1000,Preservation,Trust,100000-499999,N,52913,0
15711,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15712,T6,Independent,C1000,ProductDev,Association,0,N,5000,1
15713,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15714,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15715,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15716,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15717,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15718,T3,Independent,C2000,Preservation,Trust,1M-5M,N,585163,1
15719,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15720,T3,Independent,C2000,Preservation,Trust,1-9999,N,6545,1
15721,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15722,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15723,T3,Independent,C1000,Preservation,Association,0,N,5000,0
15724,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15725,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15726,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,1399608,0
15727,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15728,T3,Independent,C2000,Preservation,Trust,100000-499999,N,138468,1
15729,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
15730,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15731,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15732,T3,Independent,C1000,Preservation,Trust,1-9999,Y,25615,1
15733,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15734,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15735,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
15736,T3,CompanySponsored,C2100,Preservation,Association,0,N,5000,0
15737,T3,Independent,C1200,Preservation,Trust,100000-499999,N,149446,0
15738,T3,Independent,C1000,Preservation,Trust,100000-499999,N,280443,1
15739,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15740,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,48026,0
15741,T3,Independent,C1200,Preservation,Trust,10000-24999,N,9190,1
15742,T3,Independent,C1200,Preservation,Trust,25000-99999,N,18978,1
15743,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15744,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
15745,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
15746,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15747,T3,Independent,C4000,Preservation,Trust,25000-99999,N,7799,1
15748,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15749,T3,Independent,C3000,Preservation,Trust,0,N,5000,1
15750,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15751,T6,CompanySponsored,C3000,ProductDev,Trust,0,N,5000,1
15752,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,5000,0
15753,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
15754,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
15755,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15756,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15757,T3,Independent,C1000,Preservation,Trust,25000-99999,N,63351,1
15758,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15759,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15760,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15761,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15762,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15763,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15764,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,57170,0
15765,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15766,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15767,T3,Independent,C1200,Preservation,Trust,100000-499999,N,10070,1
15768,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15769,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,7709,0
15770,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15771,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
15772,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15773,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
15774,T3,CompanySponsored,C1000,Preservation,Trust,1M-5M,N,4301118,1
15775,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
15776,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
15777,T3,CompanySponsored,C2700,Preservation,Trust,0,N,5000,1
15778,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
15779,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15780,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15781,T4,Independent,C3000,ProductDev,Trust,25000-99999,N,317990,1
15782,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15783,T6,Independent,C2000,ProductDev,Trust,1-9999,N,5000,1
15784,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15785,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
15786,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15787,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15788,T3,Independent,C1200,Preservation,Trust,100000-499999,N,71394,1
15789,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15790,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15791,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,53375,0
15792,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,437342,0
15793,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15794,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15795,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15796,T3,Independent,C1000,Preservation,Trust,25000-99999,N,151927,1
15797,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15798,T3,Independent,C1200,Preservation,Trust,25000-99999,N,5000,0
15799,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15800,T3,Independent,C2000,Preservation,Trust,25000-99999,N,11765,1
15801,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15802,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15803,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15804,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
15805,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15806,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15807,T3,Independent,C1230,Preservation,Trust,0,N,5000,1
15808,T6,Independent,C1000,ProductDev,Trust,25000-99999,N,50756,1
15809,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15810,T19,Independent,C1000,ProductDev,Association,0,N,5000,1
15811,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15812,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15813,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15814,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
15815,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15816,T3,Independent,C1000,Preservation,Trust,25000-99999,N,25516,1
15817,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15818,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15819,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
15820,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
15821,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15822,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
15823,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15824,T3,CompanySponsored,C2100,Preservation,Trust,10000-24999,N,8746,0
15825,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15826,T3,Independent,C1200,Preservation,Trust,10000-24999,N,13208,1
15827,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15828,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
15829,T3,Independent,C1000,Preservation,Trust,25000-99999,N,51280,1
15830,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15831,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15832,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15833,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15834,T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,N,52531,1
15835,T3,Independent,C2000,Preservation,Association,100000-499999,N,24702,0
15836,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15837,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15838,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,48143,0
15839,T3,Independent,C1000,Preservation,Trust,100000-499999,N,106866,1
15840,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
15841,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
15842,T3,Independent,C4000,Preservation,Trust,0,N,5000,1
15843,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15844,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15845,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
15846,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
15847,T3,Independent,C1200,Preservation,Trust,100000-499999,N,161143,1
15848,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,79722,0
15849,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15850,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15851,T3,Independent,C1230,Preservation,Trust,0,N,5000,1
15852,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15853,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15854,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15855,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
15856,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15857,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15858,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15859,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15860,T7,CompanySponsored,C1000,CommunityServ,Trust,0,N,5000,0
15861,T3,Independent,C4000,Preservation,Trust,0,N,5000,0
15862,T3,Independent,C1200,Preservation,Trust,100000-499999,N,34653,0
15863,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15864,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15865,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,71957,0
15866,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15867,T3,CompanySponsored,C1000,CommunityServ,Association,0,N,5000,1
15868,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15869,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15870,T3,Independent,C1000,Preservation,Trust,100000-499999,N,171531,1
15871,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15872,T4,Independent,C1000,ProductDev,Trust,25000-99999,N,17649,1
15873,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15874,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
15875,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15876,T3,Independent,C2000,Preservation,Trust,100000-499999,N,971124,0
15877,T3,Independent,C1000,Preservation,Association,0,N,5000,1
15878,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15879,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
15880,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15881,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15882,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15883,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15884,T3,Independent,C1000,Preservation,Trust,25000-99999,N,47184,1
15885,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,6698,0
15886,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15887,T4,Independent,C1000,ProductDev,Trust,1-9999,N,11448,1
15888,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15889,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
15890,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15891,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15892,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
15893,T5,Independent,C3000,ProductDev,Trust,0,N,5000,0
15894,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15895,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15896,T5,Independent,C3000,ProductDev,Association,0,N,5000,1
15897,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
15898,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
15899,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15900,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15901,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,45061,0
15902,T3,Independent,C1270,Preservation,Trust,0,N,5000,1
15903,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15904,T3,Independent,C1000,Preservation,Trust,1M-5M,N,750487,1
15905,T3,Independent,C1000,Preservation,Trust,25000-99999,N,200007,1
15906,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
15907,T6,Independent,C2000,ProductDev,Trust,25000-99999,N,58628,0
15908,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15909,T3,Independent,C2000,Preservation,Association,0,N,5000,1
15910,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15911,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
15912,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
15913,T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,N,5000,0
15914,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
15915,T3,CompanySponsored,C1700,CommunityServ,Association,0,N,5000,0
15916,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
15917,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,1
15918,T3,Independent,C2000,Preservation,Trust,25000-99999,N,14702,0
15919,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
15920,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15921,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15922,T19,Independent,C1000,Preservation,Trust,0,N,5000,1
15923,T3,Independent,C1200,Preservation,Trust,25000-99999,N,14081,0
15924,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
15925,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
15926,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15927,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15928,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
15929,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15930,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15931,T3,Independent,C2000,Preservation,Trust,100000-499999,N,291418,1
15932,T3,Independent,C1240,Preservation,Trust,0,N,5000,0
15933,T7,CompanySponsored,C1000,ProductDev,Association,25000-99999,N,5000,0
15934,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15935,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,38758,0
15936,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15937,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15938,T3,CompanySponsored,C7000,Preservation,Trust,25000-99999,N,5000,1
15939,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
15940,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
15941,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
15942,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
15943,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15944,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,7407,0
15945,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
15946,T3,CompanySponsored,C1200,Preservation,Trust,100000-499999,N,40801,0
15947,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
